resource_id,PHARMACY_ODS_CODE_F_CODE,PHARMACY_TRADING_NAME,ADDRESS_FIELD1,ADDRESS_FIELD2,ADDRESS_FIELD3,ADDRESS_FIELD4,POST_CODE,CONTRACT_TYPE,PHARMACY_OPENING_HOURS_MONDAY,PHARMACY_OPENING_HOURS_TUESDAY,PHARMACY_OPENING_HOURS_WEDNESDAY,PHARMACY_OPENING_HOURS_THURSDAY,PHARMACY_OPENING_HOURS_FRIDAY,PHARMACY_OPENING_HOURS_SATURDAY,PHARMACY_OPENING_HOURS_SUNDAY,WEEKLY_TOTAL
CONSOL_PHARMACY_LIST_202324Q2,FTEST20,Mill Road LPS Pharmacy,120 Mill Road,Cambridge,,,CB1 1PT,LPS,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-13:00,Closed,46.5
CONSOL_PHARMACY_LIST_202324Q3,FTEST01,Piccadilly Pharmacy,1 Piccadilly Gardens,Manchester,,,M1 1AE,Community,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-13:00,Closed,46.5
CONSOL_PHARMACY_LIST_202324Q3,FTEST02,Hulme Health Pharmacy,20 Boundary Lane,Manchester,,,M15 6JA,Community,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,112.0
CONSOL_PHARMACY_LIST_202324Q3,FTEST03,Northern Quarter Chemist,5 Oldham Street,Manchester,,,M4 1HQ,Community,"09:00-12:00,14:00-17:00","09:00-12:00,14:00-17:00","09:00-12:00,14:00-17:00","09:00-12:00,14:00-17:00","09:00-12:00,14:00-17:00",Closed,Closed,30.0
CONSOL_PHARMACY_LIST_202324Q3,FTEST04,Didsbury Village Pharmacy,747 Wilmslow Road,Manchester,,,M20 2RN,Community,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-13:00,Closed,46.5
CONSOL_PHARMACY_LIST_202324Q3,FTEST06,Westminster Pharmacy,10 The Mall,London,,,SW1A 1AA,Community,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-13:00,Closed,46.5
CONSOL_PHARMACY_LIST_202324Q3,FTEST07,Paddington Chemist,30 Praed Street,London,,,W2 1NY,Community,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,112.0
CONSOL_PHARMACY_LIST_202324Q3,FTEST08,Angel Pharmacy,40 Upper Street,London,,,N1 9AL,Community,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-13:00,Closed,46.5
CONSOL_PHARMACY_LIST_202324Q3,FTEST09,Barbican Health,2 Aldersgate Street,London,,,EC1A 1BB,Community,"09:00-12:00,14:00-17:00","09:00-12:00,14:00-17:00","09:00-12:00,14:00-17:00","09:00-12:00,14:00-17:00","09:00-12:00,14:00-17:00",Closed,Closed,30.0
CONSOL_PHARMACY_LIST_202324Q3,FTEST10,Whitechapel Appliances,80 Whitechapel Road,London,,,E1 6AN,Appliance,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-13:00,Closed,46.5
CONSOL_PHARMACY_LIST_202324Q3,FTEST22,Waterloo Pharmacy,5 Westminster Bridge Road,London,,,SE1 7EH,Community,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-13:00,Closed,46.5
CONSOL_PHARMACY_LIST_202324Q3,FTEST11,Aston Pharmacy,8 Corporation Street,Birmingham,,,B4 7DA,Community,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-13:00,Closed,46.5
CONSOL_PHARMACY_LIST_202324Q3,FTEST12,Edgbaston Chemist,50 Calthorpe Road,Birmingham,,,B15 2TH,Community,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-13:00,Closed,46.5
CONSOL_PHARMACY_LIST_202324Q3,FTEST13,City Square Pharmacy,3 City Square,Leeds,,,LS1 4DT,Community,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-13:00,Closed,46.5
CONSOL_PHARMACY_LIST_202324Q3,FTEST14,Headingley Pharmacy,22 Otley Road,Leeds,,,LS6 2UE,Community,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-13:00,Closed,46.5
CONSOL_PHARMACY_LIST_202324Q3,FTEST15,Grainger Street Chemist,60 Grainger Street,Newcastle upon Tyne,,,NE1 4ST,Community,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-13:00,Closed,46.5
CONSOL_PHARMACY_LIST_202324Q3,FTEST16,Byker Pharmacy,15 Shields Road,Newcastle upon Tyne,,,NE6 5PA,Community,"09:00-12:00,14:00-17:00","09:00-12:00,14:00-17:00","09:00-12:00,14:00-17:00","09:00-12:00,14:00-17:00","09:00-12:00,14:00-17:00",Closed,Closed,30.0
CONSOL_PHARMACY_LIST_202324Q3,FTEST17,Cathedral Pharmacy,1 High Street,Exeter,,,EX1 1AA,Community,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-13:00,Closed,46.5
CONSOL_PHARMACY_LIST_202324Q3,FTEST18,Harbourside Chemist,12 Broad Quay,Bristol,,,BS1 4DJ,Community,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-13:00,Closed,46.5
CONSOL_PHARMACY_LIST_202324Q3,FTEST19,Market Square Pharmacy,9 Market Street,Cambridge,,,CB2 1TN,Community,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-13:00,Closed,46.5
CONSOL_PHARMACY_LIST_202324Q3,FTEST20,Mill Road LPS Pharmacy,120 Mill Road,Cambridge,,,CB1 1PT,LPS,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-13:00,Closed,46.5
CONSOL_PHARMACY_LIST_202324Q4,FTEST01,Piccadilly Pharmacy,1 Piccadilly Gardens,Manchester,,,M1 1AE,Community,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-13:00,Closed,46.5
CONSOL_PHARMACY_LIST_202324Q4,FTEST02,Hulme Health Pharmacy,20 Boundary Lane,Manchester,,,M15 6JA,Community,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,112.0
CONSOL_PHARMACY_LIST_202324Q4,FTEST03,Northern Quarter Chemist,5 Oldham Street,Manchester,,,M4 1HQ,Community,"09:00-12:00,14:00-17:00","09:00-12:00,14:00-17:00","09:00-12:00,14:00-17:00","09:00-12:00,14:00-17:00","09:00-12:00,14:00-17:00",Closed,Closed,30.0
CONSOL_PHARMACY_LIST_202324Q4,FTEST04,Didsbury Village Pharmacy,747 Wilmslow Road,Manchester,,,M20 2RN,Community,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-13:00,Closed,46.5
CONSOL_PHARMACY_LIST_202324Q4,FTEST06,Westminster Pharmacy,10 The Mall,London,,,SW1A 1AA,Community,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-13:00,Closed,46.5
CONSOL_PHARMACY_LIST_202324Q4,FTEST07,Paddington Chemist,30 Praed Street,London,,,W2 1NY,Community,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,112.0
CONSOL_PHARMACY_LIST_202324Q4,FTEST08,Angel Pharmacy,40 Upper Street,London,,,N1 9AL,Community,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-13:00,Closed,46.5
CONSOL_PHARMACY_LIST_202324Q4,FTEST09,Barbican Health,2 Aldersgate Street,London,,,EC1A 1BB,Community,"09:00-12:00,14:00-17:00","09:00-12:00,14:00-17:00","09:00-12:00,14:00-17:00","09:00-12:00,14:00-17:00","09:00-12:00,14:00-17:00",Closed,Closed,30.0
CONSOL_PHARMACY_LIST_202324Q4,FTEST10,Whitechapel Appliances,80 Whitechapel Road,London,,,E1 6AN,Appliance,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-13:00,Closed,46.5
CONSOL_PHARMACY_LIST_202324Q4,FTEST22,Waterloo Pharmacy,5 Westminster Bridge Road,London,,,SE1 7EH,Community,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-13:00,Closed,46.5
CONSOL_PHARMACY_LIST_202324Q4,FTEST11,Aston Pharmacy,8 Corporation Street,Birmingham,,,B4 7DA,Community,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-13:00,Closed,46.5
CONSOL_PHARMACY_LIST_202324Q4,FTEST12,Edgbaston Chemist,50 Calthorpe Road,Birmingham,,,B15 2TH,Community,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-13:00,Closed,46.5
CONSOL_PHARMACY_LIST_202324Q4,FTEST13,City Square Pharmacy,3 City Square,Leeds,,,LS1 4DT,Community,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-13:00,Closed,46.5
CONSOL_PHARMACY_LIST_202324Q4,FTEST14,Headingley Pharmacy,22 Otley Road,Leeds,,,LS6 2UE,Community,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-13:00,Closed,46.5
CONSOL_PHARMACY_LIST_202324Q4,FTEST15,Grainger Street Chemist,60 Grainger Street,Newcastle upon Tyne,,,NE1 4ST,Community,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-13:00,Closed,46.5
CONSOL_PHARMACY_LIST_202324Q4,FTEST16,Byker Pharmacy,15 Shields Road,Newcastle upon Tyne,,,NE6 5PA,Community,"09:00-12:00,14:00-17:00","09:00-12:00,14:00-17:00","09:00-12:00,14:00-17:00","09:00-12:00,14:00-17:00","09:00-12:00,14:00-17:00",Closed,Closed,30.0
CONSOL_PHARMACY_LIST_202324Q4,FTEST17,Cathedral Pharmacy,1 High Street,Exeter,,,EX1 1AA,Community,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-13:00,Closed,46.5
CONSOL_PHARMACY_LIST_202324Q4,FTEST18,Harbourside Chemist,12 Broad Quay,Bristol,,,BS1 4DJ,Community,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-13:00,Closed,46.5
CONSOL_PHARMACY_LIST_202324Q4,FTEST19,Market Square Pharmacy,9 Market Street,Cambridge,,,CB2 1TN,Community,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-13:00,Closed,46.5
CONSOL_PHARMACY_LIST_202324Q4,FTEST20,Mill Road LPS Pharmacy,120 Mill Road,Cambridge,,,CB1 1PT,LPS,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-13:00,Closed,46.5
CONSOL_PHARMACY_LIST_202425Q1,FTEST01,Piccadilly Pharmacy,1 Piccadilly Gardens,Manchester,,,M1 1AE,Community,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-13:00,Closed,46.5
CONSOL_PHARMACY_LIST_202425Q1,FTEST02,Hulme Health Pharmacy,20 Boundary Lane,Manchester,,,M15 6JA,Community,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,112.0
CONSOL_PHARMACY_LIST_202425Q1,FTEST03,Northern Quarter Chemist,5 Oldham Street,Manchester,,,M4 1HQ,Community,"09:00-12:00,14:00-17:00","09:00-12:00,14:00-17:00","09:00-12:00,14:00-17:00","09:00-12:00,14:00-17:00","09:00-12:00,14:00-17:00",Closed,Closed,30.0
CONSOL_PHARMACY_LIST_202425Q1,FTEST04,Didsbury Village Pharmacy,747 Wilmslow Road,Manchester,,,M20 2RN,Community,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-13:00,Closed,46.5
CONSOL_PHARMACY_LIST_202425Q1,FTEST06,Westminster Pharmacy,10 The Mall,London,,,SW1A 1AA,Community,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-13:00,Closed,46.5
CONSOL_PHARMACY_LIST_202425Q1,FTEST07,Paddington Chemist,30 Praed Street,London,,,W2 1NY,Community,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,112.0
CONSOL_PHARMACY_LIST_202425Q1,FTEST08,Angel Pharmacy,40 Upper Street,London,,,N1 9AL,Community,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-13:00,Closed,46.5
CONSOL_PHARMACY_LIST_202425Q1,FTEST09,Barbican Health,2 Aldersgate Street,London,,,EC1A 1BB,Community,"09:00-12:00,14:00-17:00","09:00-12:00,14:00-17:00","09:00-12:00,14:00-17:00","09:00-12:00,14:00-17:00","09:00-12:00,14:00-17:00",Closed,Closed,30.0
CONSOL_PHARMACY_LIST_202425Q1,FTEST10,Whitechapel Appliances,80 Whitechapel Road,London,,,E1 6AN,Appliance,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-13:00,Closed,46.5
CONSOL_PHARMACY_LIST_202425Q1,FTEST22,Waterloo Pharmacy,5 Westminster Bridge Road,London,,,SE1 7EH,Community,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-13:00,Closed,46.5
CONSOL_PHARMACY_LIST_202425Q1,FTEST11,Aston Pharmacy,8 Corporation Street,Birmingham,,,B4 7DA,Community,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-13:00,Closed,46.5
CONSOL_PHARMACY_LIST_202425Q1,FTEST12,Edgbaston Chemist,50 Calthorpe Road,Birmingham,,,B15 2TH,Community,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-13:00,Closed,46.5
CONSOL_PHARMACY_LIST_202425Q1,FTEST14,Headingley Pharmacy,22 Otley Road,Leeds,,,LS6 2UE,Community,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-13:00,Closed,46.5
CONSOL_PHARMACY_LIST_202425Q1,FTEST15,Grainger Street Chemist,60 Grainger Street,Newcastle upon Tyne,,,NE1 4ST,Community,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-13:00,Closed,46.5
CONSOL_PHARMACY_LIST_202425Q1,FTEST16,Byker Pharmacy,15 Shields Road,Newcastle upon Tyne,,,NE6 5PA,Community,"09:00-12:00,14:00-17:00","09:00-12:00,14:00-17:00","09:00-12:00,14:00-17:00","09:00-12:00,14:00-17:00","09:00-12:00,14:00-17:00",Closed,Closed,30.0
CONSOL_PHARMACY_LIST_202425Q1,FTEST17,Cathedral Pharmacy,1 High Street,Exeter,,,EX1 1AA,Community,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-13:00,Closed,46.5
CONSOL_PHARMACY_LIST_202425Q1,FTEST18,Harbourside Chemist,12 Broad Quay,Bristol,,,BS1 4DJ,Community,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-13:00,Closed,46.5
CONSOL_PHARMACY_LIST_202425Q1,FTEST19,Market Square Pharmacy,9 Market Street,Cambridge,,,CB2 1TN,Community,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-13:00,Closed,46.5
CONSOL_PHARMACY_LIST_202425Q1,FTEST20,Mill Road LPS Pharmacy,120 Mill Road,Cambridge,,,CB1 1PT,LPS,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-13:00,Closed,46.5
CONSOL_PHARMACY_LIST_202425Q2,FTEST01,Piccadilly Pharmacy,1 Piccadilly Gardens,Manchester,,,M1 1AE,Community,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-13:00,Closed,46.5
CONSOL_PHARMACY_LIST_202425Q2,FTEST02,Hulme Health Pharmacy,20 Boundary Lane,Manchester,,,M15 6JA,Community,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,112.0
CONSOL_PHARMACY_LIST_202425Q2,FTEST03,Northern Quarter Chemist,5 Oldham Street,Manchester,,,M4 1HQ,Community,"09:00-12:00,14:00-17:00","09:00-12:00,14:00-17:00","09:00-12:00,14:00-17:00","09:00-12:00,14:00-17:00","09:00-12:00,14:00-17:00",Closed,Closed,30.0
CONSOL_PHARMACY_LIST_202425Q2,FTEST04,Didsbury Village Pharmacy,747 Wilmslow Road,Manchester,,,M20 2RN,Community,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-13:00,Closed,46.5
CONSOL_PHARMACY_LIST_202425Q2,FTEST06,Westminster Pharmacy,10 The Mall,London,,,SW1A 1AA,Community,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-13:00,Closed,46.5
CONSOL_PHARMACY_LIST_202425Q2,FTEST07,Paddington Chemist,30 Praed Street,London,,,W2 1NY,Community,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,112.0
CONSOL_PHARMACY_LIST_202425Q2,FTEST08,Angel Pharmacy,40 Upper Street,London,,,N1 9AL,Community,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-13:00,Closed,46.5
CONSOL_PHARMACY_LIST_202425Q2,FTEST09,Barbican Health,2 Aldersgate Street,London,,,EC1A 1BB,Community,"09:00-12:00,14:00-17:00","09:00-12:00,14:00-17:00","09:00-12:00,14:00-17:00","09:00-12:00,14:00-17:00","09:00-12:00,14:00-17:00",Closed,Closed,30.0
CONSOL_PHARMACY_LIST_202425Q2,FTEST10,Whitechapel Appliances,80 Whitechapel Road,London,,,E1 6AN,Appliance,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-13:00,Closed,46.5
CONSOL_PHARMACY_LIST_202425Q2,FTEST22,Waterloo Pharmacy,5 Westminster Bridge Road,London,,,SE1 7EH,Community,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-13:00,Closed,46.5
CONSOL_PHARMACY_LIST_202425Q2,FTEST11,Aston Pharmacy,8 Corporation Street,Birmingham,,,B4 7DA,Community,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-13:00,Closed,46.5
CONSOL_PHARMACY_LIST_202425Q2,FTEST12,Edgbaston Chemist,50 Calthorpe Road,Birmingham,,,B15 2TH,Community,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-13:00,Closed,46.5
CONSOL_PHARMACY_LIST_202425Q2,FTEST14,Headingley Pharmacy,22 Otley Road,Leeds,,,LS6 2UE,Community,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-13:00,Closed,46.5
CONSOL_PHARMACY_LIST_202425Q2,FTEST16,Byker Pharmacy,15 Shields Road,Newcastle upon Tyne,,,NE6 5PA,Community,"09:00-12:00,14:00-17:00","09:00-12:00,14:00-17:00","09:00-12:00,14:00-17:00","09:00-12:00,14:00-17:00","09:00-12:00,14:00-17:00",Closed,Closed,30.0
CONSOL_PHARMACY_LIST_202425Q2,FTEST17,Cathedral Pharmacy,1 High Street,Exeter,,,EX1 1AA,Community,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-13:00,Closed,46.5
CONSOL_PHARMACY_LIST_202425Q2,FTEST18,Harbourside Chemist,12 Broad Quay,Bristol,,,BS1 4DJ,Community,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-13:00,Closed,46.5
CONSOL_PHARMACY_LIST_202425Q2,FTEST19,Market Square Pharmacy,9 Market Street,Cambridge,,,CB2 1TN,Community,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-13:00,Closed,46.5
CONSOL_PHARMACY_LIST_202425Q2,FTEST20,Mill Road LPS Pharmacy,120 Mill Road,Cambridge,,,CB1 1PT,LPS,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-13:00,Closed,46.5
CONSOL_PHARMACY_LIST_202425Q3,FTEST01,Piccadilly Pharmacy,1 Piccadilly Gardens,Manchester,,,M1 1AE,Community,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-13:00,Closed,46.5
CONSOL_PHARMACY_LIST_202425Q3,FTEST02,Hulme Health Pharmacy,20 Boundary Lane,Manchester,,,M15 6JA,Community,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,112.0
CONSOL_PHARMACY_LIST_202425Q3,FTEST03,Northern Quarter Chemist,5 Oldham Street,Manchester,,,M4 1HQ,Community,"09:00-12:00,14:00-17:00","09:00-12:00,14:00-17:00","09:00-12:00,14:00-17:00","09:00-12:00,14:00-17:00","09:00-12:00,14:00-17:00",Closed,Closed,30.0
CONSOL_PHARMACY_LIST_202425Q3,FTEST04,Didsbury Village Pharmacy,747 Wilmslow Road,Manchester,,,M20 2RN,Community,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-13:00,Closed,46.5
CONSOL_PHARMACY_LIST_202425Q3,FTEST21,Deansgate New Pharmacy,100 King Street,Manchester,,,M2 4WU,Community,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-13:00,Closed,46.5
CONSOL_PHARMACY_LIST_202425Q3,FTEST06,Westminster Pharmacy,10 The Mall,London,,,SW1A 1AA,Community,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-13:00,Closed,46.5
CONSOL_PHARMACY_LIST_202425Q3,FTEST07,Paddington Chemist,30 Praed Street,London,,,W2 1NY,Community,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,112.0
CONSOL_PHARMACY_LIST_202425Q3,FTEST08,Angel Pharmacy,40 Upper Street,London,,,N1 9AL,Community,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-13:00,Closed,46.5
CONSOL_PHARMACY_LIST_202425Q3,FTEST09,Barbican Health,2 Aldersgate Street,London,,,EC1A 1BB,Community,"09:00-12:00,14:00-17:00","09:00-12:00,14:00-17:00","09:00-12:00,14:00-17:00","09:00-12:00,14:00-17:00","09:00-12:00,14:00-17:00",Closed,Closed,30.0
CONSOL_PHARMACY_LIST_202425Q3,FTEST10,Whitechapel Appliances,80 Whitechapel Road,London,,,E1 6AN,Appliance,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-13:00,Closed,46.5
CONSOL_PHARMACY_LIST_202425Q3,FTEST22,Waterloo Pharmacy,5 Westminster Bridge Road,London,,,SE1 7EH,Community,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-13:00,Closed,46.5
CONSOL_PHARMACY_LIST_202425Q3,FTEST11,Aston Pharmacy,8 Corporation Street,Birmingham,,,B4 7DA,Community,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-13:00,Closed,46.5
CONSOL_PHARMACY_LIST_202425Q3,FTEST12,Edgbaston Chemist,50 Calthorpe Road,Birmingham,,,B15 2TH,Community,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-13:00,Closed,46.5
CONSOL_PHARMACY_LIST_202425Q3,FTEST14,Headingley Pharmacy,22 Otley Road,Leeds,,,LS6 2UE,Community,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-13:00,Closed,46.5
CONSOL_PHARMACY_LIST_202425Q3,FTEST16,Byker Pharmacy,15 Shields Road,Newcastle upon Tyne,,,NE6 5PA,Community,"09:00-12:00,14:00-17:00","09:00-12:00,14:00-17:00","09:00-12:00,14:00-17:00","09:00-12:00,14:00-17:00","09:00-12:00,14:00-17:00",Closed,Closed,30.0
CONSOL_PHARMACY_LIST_202425Q3,FTEST17,Cathedral Pharmacy,1 High Street,Exeter,,,EX1 1AA,Community,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-13:00,Closed,46.5
CONSOL_PHARMACY_LIST_202425Q3,FTEST18,Harbourside Chemist,12 Broad Quay,Bristol,,,BS1 4DJ,Community,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-13:00,Closed,46.5
CONSOL_PHARMACY_LIST_202425Q3,FTEST19,Market Square Pharmacy,9 Market Street,Cambridge,,,CB2 1TN,Community,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-13:00,Closed,46.5
CONSOL_PHARMACY_LIST_202425Q3,FTEST20,Mill Road LPS Pharmacy,120 Mill Road,Cambridge,,,CB1 1PT,LPS,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-13:00,Closed,46.5
CONSOL_PHARMACY_LIST_202425Q4FINAL,FTEST01,Piccadilly Pharmacy,1 Piccadilly Gardens,Manchester,,,M1 1AE,Community,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-13:00,Closed,46.5
CONSOL_PHARMACY_LIST_202425Q4FINAL,FTEST02,Hulme Health Pharmacy,20 Boundary Lane,Manchester,,,M15 6JA,Community,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,112.0
CONSOL_PHARMACY_LIST_202425Q4FINAL,FTEST03,Northern Quarter Chemist,5 Oldham Street,Manchester,,,M4 1HQ,Community,"09:00-12:00,14:00-17:00","09:00-12:00,14:00-17:00","09:00-12:00,14:00-17:00","09:00-12:00,14:00-17:00","09:00-12:00,14:00-17:00",Closed,Closed,30.0
CONSOL_PHARMACY_LIST_202425Q4FINAL,FTEST04,Didsbury Village Pharmacy,747 Wilmslow Road,Manchester,,,M20 2RN,Community,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-13:00,Closed,46.5
CONSOL_PHARMACY_LIST_202425Q4FINAL,FTEST21,Deansgate New Pharmacy,100 King Street,Manchester,,,M2 4WU,Community,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-13:00,Closed,46.5
CONSOL_PHARMACY_LIST_202425Q4FINAL,FTEST06,Westminster Pharmacy,10 The Mall,London,,,SW1A 1AA,Community,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-13:00,Closed,46.5
CONSOL_PHARMACY_LIST_202425Q4FINAL,FTEST07,Paddington Chemist,30 Praed Street,London,,,W2 1NY,Community,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,112.0
CONSOL_PHARMACY_LIST_202425Q4FINAL,FTEST08,Angel Pharmacy,40 Upper Street,London,,,N1 9AL,Community,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-13:00,Closed,46.5
